,emb_that,emb_wh,emb_whether,pairID
334,Sally doesn't forget that Dawn wasn't realizing that all guys weren't lighting all lights.,Sally doesn't forget what Dawn wasn't realizing that all guys weren't lighting.,Sally doesn't forget that Dawn wasn't realizing whether all guys weren't lighting all lights.,334
335,Every doctor learned that many dentists couldn't know that a lot of dancers shouldn't destroy these windows.,Every doctor learned what many dentists couldn't know that a lot of dancers shouldn't destroy.,Every doctor learned that many dentists couldn't know whether a lot of dancers shouldn't destroy these windows.,335
336,Kristin investigated that Linda has remembered that the teenager can't sing ballads.,Kristin investigated what Linda has remembered that the teenager can't sing.,Kristin investigated that Linda has remembered whether the teenager can't sing ballads.,336
337,Leslie reveals that Tracy isn't forgetting that these girls talks about Suzanne.,Leslie reveals who Tracy isn't forgetting that these girls talks about.,Leslie reveals that Tracy isn't forgetting whether these girls talks about Suzanne.,337
338,These senators learn that Phillip learned that some French teacher boasted about Vanessa.,These senators learn who Phillip learned that some French teacher boasted about.,These senators learn that Phillip learned whether some French teacher boasted about Vanessa.,338
339,Roger realized that most teachers were figuring out that all guests spent a coin.,Roger realized what most teachers were figuring out that all guests spent.,Roger realized that most teachers were figuring out whether all guests spent a coin.,339
340,Jesus can't remember that Spain did know that those waitresses talks to a lady.,Jesus can't remember who Spain did know that those waitresses talks to.,Jesus can't remember that Spain did know whether those waitresses talks to a lady.,340
341,Maria figured out that the teenager has figured out that an adult disagrees with Amelia.,Maria figured out who the teenager has figured out that an adult disagrees with.,Maria figured out that the teenager has figured out whether an adult disagrees with Amelia.,341
342,Ronald knew that some dancer learns that some adult has stunned Joseph.,Ronald knew who some dancer learns that some adult has stunned.,Ronald knew that some dancer learns whether some adult has stunned Joseph.,342
343,Jason did forget that Sheila conceals that that associate drove a plane.,Jason did forget what Sheila conceals that that associate drove.,Jason did forget that Sheila conceals whether that associate drove a plane.,343
344,Frank reveals that Rose isn't learning that that man hated most rugs.,Frank reveals what Rose isn't learning that that man hated.,Frank reveals that Rose isn't learning whether that man hated most rugs.,344
345,Cynthia was figuring out that most doctors investigated that all actresses distract the guest.,Cynthia was figuring out who most doctors investigated that all actresses distract.,Cynthia was figuring out that most doctors investigated whether all actresses distract the guest.,345
