,obj_that,obj_wh,pp_wh,subj_wh,pairID
388,Sarah isn't learning that the customer visits Rodney with Joseph.,Sarah isn't learning who the customer visits with Joseph.,Sarah isn't learning who the customer visits Rodney with.,Sarah isn't learning who visits Rodney.,388
389,Suzanne learns that customers haven't found some hills with many piano teachers.,Suzanne learns what customers haven't found with many piano teachers.,Suzanne learns what customers haven't found some hills with.,Suzanne learns what haven't found some hills.,389
390,Travis knew that that podiatrist has ascended that slope with William.,Travis knew what that podiatrist has ascended with William.,Travis knew what that podiatrist has ascended that slope with.,Travis knew what has ascended that slope.,390
391,Natalie can know that every goose can bother Ella with Sheila.,Natalie can know who every goose can bother with Sheila.,Natalie can know who every goose can bother Ella with.,Natalie can know who can bother Ella.,391
392,Many actors figure out that the women forgot Teresa for Christina.,Many actors figure out who the women forgot for Christina.,Many actors figure out who the women forgot Teresa for.,Many actors figure out who forgot Teresa.,392
393,Melissa isn't investigating that some contractors climbed down some steps for Jessica.,Melissa isn't investigating what some contractors climbed down for Jessica.,Melissa isn't investigating what some contractors climbed down some steps for.,Melissa isn't investigating what climbed down some steps.,393
394,The senator remembers that an actress makes that plate with Lisa.,The senator remembers what an actress makes with Lisa.,The senator remembers what an actress makes that plate with.,The senator remembers what makes that plate.,394
395,Most pedestrians realize that these hairdressers pass all grocery stores for Angela.,Most pedestrians realize what these hairdressers pass for Angela.,Most pedestrians realize what these hairdressers pass all grocery stores for.,Most pedestrians realize what pass all grocery stores.,395
396,Danielle hadn't concealed that these waiters hadn't discovered Allison with William.,Danielle hadn't concealed who these waiters hadn't discovered with William.,Danielle hadn't concealed who these waiters hadn't discovered Allison with.,Danielle hadn't concealed who hadn't discovered Allison.,396
397,Brenda figures out that these contractors have described these cafes for some partner.,Brenda figures out what these contractors have described for some partner.,Brenda figures out what these contractors have described these cafes for.,Brenda figures out what have described these cafes.,397
398,Some schools conceal that some woman would hide planes for many pedestrians.,Some schools conceal what some woman would hide for many pedestrians.,Some schools conceal what some woman would hide planes for.,Some schools conceal what would hide planes.,398
399,Those French teachers reveal that that tutor isn't returning to this girl with Ella.,Those French teachers reveal who that tutor isn't returning to with Ella.,Those French teachers reveal who that tutor isn't returning to this girl with.,Those French teachers reveal who isn't returning to this girl.,399
400,These dancers remember that a partner returns to this driver for this senator.,These dancers remember who a partner returns to for this senator.,These dancers remember who a partner returns to this driver for.,These dancers remember who returns to this driver.,400
401,Veronica learned that most mushrooms have alarmed Patrick with Walter.,Veronica learned who most mushrooms have alarmed with Walter.,Veronica learned who most mushrooms have alarmed Patrick with.,Veronica learned who have alarmed Patrick.,401
402,Students find out that some drivers leave Susan with Patrick.,Students find out who some drivers leave with Patrick.,Students find out who some drivers leave Susan with.,Students find out who leave Susan.,402
403,Colleen would know that every customer has messed up this couch with that hairdresser.,Colleen would know what every customer has messed up with that hairdresser.,Colleen would know what every customer has messed up this couch with.,Colleen would know what has messed up this couch.,403
404,Frank had concealed that every guest notices Lori with Kristin.,Frank had concealed who every guest notices with Kristin.,Frank had concealed who every guest notices Lori with.,Frank had concealed who notices Lori.,404
405,All partners forgot that the woman fled from some actress for Theodore.,All partners forgot who the woman fled from for Theodore.,All partners forgot who the woman fled from some actress for.,All partners forgot who fled from some actress.,405
406,Linda had learned that some customers love Galileo with Todd.,Linda had learned who some customers love with Todd.,Linda had learned who some customers love Galileo with.,Linda had learned who love Galileo.,406
407,Bethany isn't learning that that doctor gets all skateboards with a lot of waiters.,Bethany isn't learning what that doctor gets with a lot of waiters.,Bethany isn't learning what that doctor gets all skateboards with.,Bethany isn't learning what gets all skateboards.,407
408,The hairdresser finds out that a lot of birds confuse Vanessa with Andrew.,The hairdresser finds out who a lot of birds confuse with Andrew.,The hairdresser finds out who a lot of birds confuse Vanessa with.,The hairdresser finds out who confuse Vanessa.,408
409,Meredith was concealing that most public parks hinder most organizations for Vincent.,Meredith was concealing what most public parks hinder for Vincent.,Meredith was concealing what most public parks hinder most organizations for.,Meredith was concealing what hinder most organizations.,409
