,adj_that,adj_wh,adj_subj_that,adj_subj_wh,pairID,,,,,,,,,,,,,,,,,,,,
338,That bank had realized that every French teacher arrived at some museum after criticizing Stephen.,That bank had realized what every French teacher arrived at after criticizing Stephen.,That bank had realized that every French teacher struggled after criticizing Stephen arrived at some museum.,That bank had realized what every French teacher struggled after criticizing Stephen arrived at.,338,,,,,,,,,,,,,,,,,,,,
339,Kendra discovered that the hospital is buying every dog while selling these cars.,Kendra discovered what the hospital is buying while selling these cars.,Kendra discovered that the hospital lost while selling these cars is buying every dog.,Kendra discovered what the hospital lost while selling these cars is buying.,339,,,,,,,,,,,,,,,,,,,,
340,All lawyers couldn't conceal that some bank discusses this high school without admiring trucks.,All lawyers couldn't conceal what some bank discusses without admiring trucks.,All lawyers couldn't conceal that some bank upset without admiring trucks discusses this high school.,All lawyers couldn't conceal what some bank upset without admiring trucks discusses.,340,,,,,,,,,,,,,,,,,,,,
341,Bradley does investigate that all electricians will write some report after drawing all spotlights.,Bradley does investigate what all electricians will write after drawing all spotlights.,Bradley does investigate that all electricians gotten fired after drawing all spotlights will write some report.,Bradley does investigate what all electricians gotten fired after drawing all spotlights will write.,341,,,,,,,,,,,,,,,,,,,,
342,Danielle can't remember that the patient attacks Donna while investigating Anne.,Danielle can't remember who the patient attacks while investigating Anne.,Danielle can't remember that the patient grown while investigating Anne attacks Donna.,Danielle can't remember who the patient grown while investigating Anne attacks.,342,,,,,,,,,,,,,,,,,,,,
343,Many legislatures discover that these offspring weren't noticing Charles after working with Denise.,Many legislatures discover who these offspring weren't noticing after working with Denise.,Many legislatures discover that these offspring obligated after working with Denise weren't noticing Charles.,Many legislatures discover who these offspring obligated after working with Denise weren't noticing.,343,,,,,,,,,,,,,,,,,,,,
344,Tiffany wasn't figuring out that all men aren't attacking Martha while disgusting William.,Tiffany wasn't figuring out who all men aren't attacking while disgusting William.,Tiffany wasn't figuring out that all men blinked while disgusting William aren't attacking Martha.,Tiffany wasn't figuring out who all men blinked while disgusting William aren't attacking.,344,,,,,,,,,,,,,,,,,,,,
345,Martha had learned that every contractor passed this grocery store while returning to a senator.,Martha had learned what every contractor passed while returning to a senator.,Martha had learned that every contractor clashed while returning to a senator passed this grocery store.,Martha had learned what every contractor clashed while returning to a senator passed.,345,,,,,,,,,,,,,,,,,,,,
346,Gina can't figure out that every waiter helped Stephen without kissing some electricians.,Gina can't figure out who every waiter helped without kissing some electricians.,Gina can't figure out that every waiter concurred without kissing some electricians helped Stephen.,Gina can't figure out who every waiter concurred without kissing some electricians helped.,346,,,,,,,,,,,,,,,,,,,,
347,Those tutors are realizing that every offspring shouldn't wear those glasses without finding the rafts.,Those tutors are realizing what every offspring shouldn't wear without finding the rafts.,Those tutors are realizing that every offspring distracted without finding the rafts shouldn't wear those glasses.,Those tutors are realizing what every offspring distracted without finding the rafts shouldn't wear.,347,,,,,,,,,,,,,,,,,,,,
348,Andrew forgot that every organization worked with some tutors without boasting about Christine.,Andrew forgot who every organization worked with without boasting about Christine.,Andrew forgot that every organization seen without boasting about Christine worked with some tutors.,Andrew forgot who every organization seen without boasting about Christine worked with.,348,,,,,,,,,,,,,,,,,,,,
349,Amy realizes that the customers were disagreeing with James while hearing Dennis.,Amy realizes who the customers were disagreeing with while hearing Dennis.,Amy realizes that the customers divorced while hearing Dennis were disagreeing with James.,Amy realizes who the customers divorced while hearing Dennis were disagreeing with.,349,,,,,,,,,,,,,,,,,,,,
350,Derek discovers that many adults were growing a tomato before losing Joseph.,Derek discovers what many adults were growing before losing Joseph.,Derek discovers that many adults dropped before losing Joseph were growing a tomato.,Derek discovers what many adults dropped before losing Joseph were growing.,350,,,,,,,,,,,,,,,,,,,,
351,Elaine knows that every contractor steals the mirror before losing Jodi.,Elaine knows what every contractor steals before losing Jodi.,Elaine knows that every contractor aided before losing Jodi steals the mirror.,Elaine knows what every contractor aided before losing Jodi steals.,351,,,,,,,,,,,,,,,,,,,,
352,James wasn't remembering that most men haven't boasted about Alexander while bothering every organization.,James wasn't remembering who most men haven't boasted about while bothering every organization.,James wasn't remembering that most men pushed while bothering every organization haven't boasted about Alexander.,James wasn't remembering who most men pushed while bothering every organization haven't boasted about.,352,,,,,,,,,,,,,,,,,,,,
353,French teachers conceal that a lot of tiles annoyed Janet without aggravating many partners.,French teachers conceal who a lot of tiles annoyed without aggravating many partners.,French teachers conceal that a lot of tiles accelerated without aggravating many partners annoyed Janet.,French teachers conceal who a lot of tiles accelerated without aggravating many partners annoyed.,353,,,,,,,,,,,,,,,,,,,,
354,Timothy wouldn't investigate that every waiter noticed Linda without fleeing from Alexander.,Timothy wouldn't investigate who every waiter noticed without fleeing from Alexander.,Timothy wouldn't investigate that every waiter saluted without fleeing from Alexander noticed Linda.,Timothy wouldn't investigate who every waiter saluted without fleeing from Alexander noticed.,354,,,,,,,,,,,,,,,,,,,,
355,Natalie isn't realizing that some child drops by the restaurants after skating around this lake.,Natalie isn't realizing what some child drops by after skating around this lake.,Natalie isn't realizing that some child disliked after skating around this lake drops by the restaurants.,Natalie isn't realizing what some child disliked after skating around this lake drops by.,355,,,,,,,,,,,,,,,,,,,,
